experiment_ts,cpu_governor,governor,benchmark,size,run,avg_cpu_time_sec,avg_gpu_memcpy_sec,avg_gpu_time_sec,avg_launch_time_sec,bus_width_bits,cgroup_mem_anon_bytes_avg,cgroup_mem_anon_bytes_max,cgroup_mem_anon_bytes_min,cgroup_mem_direct_reclaim_steal_avg,cgroup_mem_direct_reclaim_steal_max,cgroup_mem_direct_reclaim_steal_min,cgroup_mem_file_bytes_avg,cgroup_mem_file_bytes_max,cgroup_mem_file_bytes_min,cgroup_mem_kernel_bytes_avg,cgroup_mem_kernel_bytes_max,cgroup_mem_kernel_bytes_min,cgroup_mem_kswapd_steal_avg,cgroup_mem_kswapd_steal_max,cgroup_mem_kswapd_steal_min,cgroup_mem_slab_bytes_avg,cgroup_mem_slab_bytes_max,cgroup_mem_slab_bytes_min,completed_launches,cpu_active_pct_avg,cpu_active_pct_max,cpu_active_pct_min,cpu_active_pct_samples,cpu_ctxt_switch_rate_avg,cpu_ctxt_switch_rate_max,cpu_ctxt_switch_rate_min,cpu_ctxt_switch_rate_samples,cpu_freq_mhz_avg,cpu_freq_mhz_max,cpu_freq_mhz_min,cpu_freq_mhz_samples,cpu_iowait_pct_avg,cpu_iowait_pct_max,cpu_iowait_pct_min,cpu_iowait_pct_samples,cpu_procs_blocked_avg,cpu_procs_blocked_max,cpu_procs_blocked_min,cpu_procs_blocked_samples,cpu_procs_running_avg,cpu_procs_running_max,cpu_procs_running_min,cpu_procs_running_samples,cpu_system_pct_avg,cpu_system_pct_max,cpu_system_pct_min,cpu_system_pct_samples,cpu_temp_c_avg,cpu_temp_c_max,cpu_temp_c_min,cpu_temp_c_samples,cpu_user_pct_avg,cpu_user_pct_max,cpu_user_pct_min,cpu_user_pct_samples,dram_active_pct_avg,dram_active_pct_max,dram_active_pct_min,dram_active_pct_samples,dram_bandwidth_gbps,dram_type,duration_actual_sec,duration_target_sec,gpu_temp_c_avg,gpu_temp_c_max,gpu_temp_c_min,gpu_temp_c_samples,interconnect,interconnect_gen_max,interconnect_width_max,launch_time_stdev_sec,loadavg_15min_avg,loadavg_15min_max,loadavg_15min_min,loadavg_15min_samples,loadavg_1min_avg,loadavg_1min_max,loadavg_1min_min,loadavg_1min_samples,loadavg_5min_avg,loadavg_5min_max,loadavg_5min_min,loadavg_5min_samples,max_gpu_time_sec,max_launch_time_sec,mem_clock_mhz_est,min_gpu_time_sec,min_launch_time_sec,parallel,pcie_gen_avg,pcie_gen_max,pcie_gen_max_avg,pcie_gen_max_max,pcie_gen_max_min,pcie_gen_max_samples,pcie_gen_min,pcie_gen_samples,pcie_samples,pcie_width_avg,pcie_width_max,pcie_width_max_avg,pcie_width_max_max,pcie_width_max_min,pcie_width_max_samples,pcie_width_min,pcie_width_samples,peak_power_w,power_draw_w_avg,power_draw_w_max,power_draw_w_min,power_draw_w_samples,sm_active_pct_avg,sm_active_pct_max,sm_active_pct_min,sm_active_pct_samples,sm_clock_mhz_avg,sm_clock_mhz_max,sm_clock_mhz_min,sm_clock_mhz_samples,sys_mem_avail_gb_avg,sys_mem_avail_gb_max,sys_mem_avail_gb_min,sys_mem_avail_gb_samples,sys_mem_free_gb_avg,sys_mem_free_gb_max,sys_mem_free_gb_min,sys_mem_free_gb_samples,sys_mem_pressure_full_avg,sys_mem_pressure_full_max,sys_mem_pressure_full_min,sys_mem_pressure_full_samples,sys_mem_pressure_some_avg,sys_mem_pressure_some_max,sys_mem_pressure_some_min,sys_mem_pressure_some_samples,sys_mem_total_gb_avg,sys_mem_total_gb_max,sys_mem_total_gb_min,sys_mem_total_gb_samples,sys_mem_used_gb_avg,sys_mem_used_gb_max,sys_mem_used_gb_min,sys_mem_used_gb_samples,sys_mem_used_pct_avg,sys_mem_used_pct_max,sys_mem_used_pct_min,sys_mem_used_pct_samples,sys_swap_total_gb_avg,sys_swap_total_gb_max,sys_swap_total_gb_min,sys_swap_total_gb_samples,sys_swap_used_gb_avg,sys_swap_used_gb_max,sys_swap_used_gb_min,sys_swap_used_gb_samples,total_launches,video_clock_mhz_avg,video_clock_mhz_max,video_clock_mhz_min,video_clock_mhz_samples,vmstat_pgfault_rate_avg,vmstat_pgfault_rate_max,vmstat_pgfault_rate_samples,vmstat_pgmajfault_rate_avg,vmstat_pgmajfault_rate_max,vmstat_pgmajfault_rate_samples,vmstat_pgscan_rate_avg,vmstat_pgscan_rate_max,vmstat_pgscan_rate_samples,vmstat_pgsteal_rate_avg,vmstat_pgsteal_rate_max,vmstat_pgsteal_rate_samples,vmstat_pswpin_rate_avg,vmstat_pswpin_rate_max,vmstat_pswpin_rate_samples,vmstat_pswpout_rate_avg,vmstat_pswpout_rate_max,vmstat_pswpout_rate_samples
20260718_101614,cpu_powersave,gpu_performance,lavaMD-cuda,large,9,30.7037,0.9559,3.6503,35.3099,256,9331386603.016,18784337920,1294798848,0.0,0,0,7166487367.344,7203491840,7159214080,624594205.377,643674112,608165888,0.0,0,0,593897469.18,594194504,593762656,3,5.404,5.6,0.4,121,2575.81,2850,1562,121,858.0,858.0,858.0,121,0.01,0.1,0.0,121,0.0,0,0,121,2.124,4,2,121,1.239,5.3,0.2,121,54.111,61.8,47.8,121,4.184,5.2,0.1,121,0.0,0.0,0.0,1201,N/A,LPDDR5X (unified),121.582,120,50.508,67.0,47.0,1201,NVLink-C2C,5,16,0.6688,0.94,0.96,0.92,121,0.95,1.13,0.67,121,0.909,0.96,0.85,121,3.6524,36.0548,N/A,3.6464,34.7611,1,1.0,1.0,5.0,5.0,5.0,1201,1.0,1201,2,1.0,1.0,16.0,16.0,16.0,1201,1.0,1201,101.18,23.095,101.18,14.78,1201,9.55,96.0,0.0,1201,2521.045,2535.0,2379.0,1201,108.551,117.58,84.93,122,102.496,111.53,78.88,122,0.0,0.0,0.0,122,0.0,0.0,0.0,122,121.69,121.69,121.69,122,13.139,36.76,4.11,122,10.798,30.2,3.4,122,16.0,16.0,16.0,122,0.0,0,0,122,4,2215.707,2229.0,2086.0,1201,121732.3,979073,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242
20260718_101847,cpu_powersave,gpu_performance,lavaMD-cuda,large,10,31.7621,0.9145,3.6589,36.3354,256,9384558121.967,18784387072,1294487552,0.0,0,0,7167483333.246,7203758080,7159480320,624891433.967,643907584,608272384,0.0,0,0,593932729.049,594294368,593862440,3,5.465,6.0,0.6,122,2573.5,2952,1570,122,858.0,858.0,858.0,122,0.01,0.1,0.0,122,0.0,0,0,122,2.172,3,2,122,1.357,5.4,0.2,122,54.054,62.0,47.8,122,4.123,5.3,0.1,122,0.0,0.0,0.0,1202,N/A,LPDDR5X (unified),121.807,120,50.434,66.0,47.0,1202,NVLink-C2C,5,16,0.72,0.938,0.96,0.92,122,0.939,1.17,0.62,122,0.916,0.98,0.85,122,3.6644,36.8043,N/A,3.6504,35.5064,1,1.0,1.0,5.0,5.0,5.0,1202,1.0,1202,2,1.0,1.0,16.0,16.0,16.0,1202,1.0,1202,102.67,23.058,102.67,14.81,1202,9.87,96.0,0.0,1202,2520.583,2535.0,2366.0,1202,108.342,117.72,84.96,122,102.287,111.66,78.9,122,0.0,0.0,0.0,122,0.0,0.0,0.0,122,121.69,121.69,121.69,122,13.348,36.73,3.97,122,10.966,30.2,3.3,122,16.0,16.0,16.0,122,0.0,0,0,122,4,2215.388,2229.0,2080.0,1202,119286.7,1023684,243,0.0,0,243,0.0,0,243,0.0,0,243,0.0,0,243,0.0,0,243
20260718_102120,cpu_powersave,gpu_performance,myocyte-cuda,large,1,3.0334,4.9024,23.0172,30.9529,256,1410903827.041,1471299584,1294413824,0.0,0,0,7217705907.835,7218089984,7173828608,610006447.603,610549760,608440320,0.0,0,0,594596777.322,594792608,594216648,3,5.449,5.6,3.0,121,2596.149,2973,1673,121,858.0,858.0,858.0,121,0.012,0.2,0.0,121,0.0,0,0,121,2.182,4,2,121,0.35,0.9,0.2,121,52.098,53.1,50.1,121,5.117,5.3,2.4,121,0.0,0.0,0.0,1201,N/A,LPDDR5X (unified),120.269,120,48.112,49.0,48.0,1201,NVLink-C2C,5,16,0.0414,0.967,0.97,0.96,121,1.026,1.06,1.01,121,0.986,0.99,0.98,121,23.0399,31.0006,N/A,22.9924,30.9256,1,1.0,1.0,5.0,5.0,5.0,1201,1.0,1201,2,1.0,1.0,16.0,16.0,16.0,1201,1.0,1201,17.82,17.642,17.82,15.06,1201,72.633,74.0,0.0,1201,2535.0,2535.0,2535.0,1201,117.675,117.93,117.4,121,111.607,111.86,111.33,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,4.015,4.29,3.76,121,3.298,3.5,3.1,121,16.0,16.0,16.0,121,0.0,0,0,121,4,2229.0,2229.0,2229.0,1201,3793.4,42290,241,0.0,0,241,0.0,0,241,0.0,0,241,0.0,0,241,0.0,0,241
20260718_102353,cpu_powersave,gpu_performance,myocyte-cuda,large,2,3.0195,4.905,23.0317,30.9563,256,1410953182.149,1471221760,1294364672,0.0,0,0,7217993474.116,7218384896,7174078464,610066939.769,610566144,608673792,0.0,0,0,594667231.868,594893600,594338088,3,5.402,5.6,0.5,121,2591.008,3101,1547,121,858.0,858.0,858.0,121,0.011,0.1,0.0,121,0.0,0,0,121,2.124,4,2,121,0.346,0.9,0.2,121,52.781,54.2,47.4,121,5.07,5.3,0.2,121,0.0,0.0,0.0,1201,N/A,LPDDR5X (unified),120.737,120,48.549,49.0,46.0,1201,NVLink-C2C,5,16,0.0308,0.966,0.99,0.95,121,0.973,1.2,0.73,121,0.968,1.01,0.93,121,23.0728,30.991,N/A,22.9928,30.9324,1,1.0,1.0,5.0,5.0,5.0,1201,1.0,1201,2,1.0,1.0,16.0,16.0,16.0,1201,1.0,1201,17.96,17.734,17.96,14.77,1201,72.813,74.0,0.0,1201,2535.0,2535.0,2535.0,1201,117.892,118.24,117.83,121,111.824,112.17,111.76,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,3.798,3.86,3.45,121,3.116,3.2,2.8,121,16.0,16.0,16.0,121,0.0,0,0,121,4,2229.0,2229.0,2229.0,1201,3778.5,42147,241,0.0,0,241,0.0,0,241,0.0,0,241,0.0,0,241,0.0,0,241
20260718_102626,cpu_powersave,gpu_performance,myocyte-cuda,large,3,3.0313,4.9261,23.0169,30.9743,256,1410692866.116,1471021056,1294540800,0.0,0,0,7218262828.43,7218659328,7174361088,610042736.132,610521088,608645120,0.0,0,0,594737103.934,594926264,594340224,3,5.393,5.6,0.5,121,2628.496,3022,1548,121,858.0,858.0,858.0,121,0.012,0.1,0.0,121,0.0,0,0,121,2.116,4,2,121,0.336,0.9,0.2,121,53.038,54.2,48.6,121,5.069,5.2,0.2,121,0.0,0.0,0.0,1199,N/A,LPDDR5X (unified),121.07,120,49.339,50.0,48.0,1199,NVLink-C2C,5,16,0.0445,0.972,0.98,0.96,121,0.955,1.03,0.74,121,0.963,0.98,0.93,121,23.0704,31.0028,N/A,22.9889,30.923,1,1.0,1.0,5.0,5.0,5.0,1199,1.0,1199,2,1.0,1.0,16.0,16.0,16.0,1199,1.0,1199,17.99,17.837,17.99,15.0,1199,72.298,74.0,0.0,1199,2535.0,2535.0,2535.0,1199,117.907,118.26,117.84,121,111.838,112.19,111.77,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,3.783,3.85,3.43,121,3.107,3.2,2.8,121,16.0,16.0,16.0,121,0.0,0,0,121,4,2229.0,2229.0,2229.0,1199,3779.7,42342,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242
20260718_102858,cpu_powersave,gpu_performance,myocyte-cuda,large,4,3.0178,4.9066,23.0146,30.9391,256,1419224969.521,1489698816,1295740928,0.0,0,0,7217533097.256,7219003392,7092908032,610997171.835,614989824,607526912,0.0,0,0,595287929.19,596522104,591639112,3,6.74,10.8,0.5,121,5876.124,13859,1550,121,858.0,858.0,858.0,121,0.02,0.2,0.0,121,0.0,0,0,121,2.438,4,2,121,1.191,4.3,0.2,121,54.131,56.1,49.0,121,5.567,10.2,0.1,121,0.0,0.0,0.0,1202,N/A,LPDDR5X (unified),120.371,120,49.996,51.0,48.0,1202,NVLink-C2C,5,16,0.0251,0.974,1.01,0.94,121,1.062,1.54,0.56,121,0.966,1.08,0.87,121,23.0469,30.9568,N/A,22.9908,30.9104,1,1.0,1.0,5.0,5.0,5.0,1202,1.0,1202,2,1.0,1.0,16.0,16.0,16.0,1202,1.0,1202,18.16,17.948,18.16,15.06,1202,72.673,74.0,0.0,1202,2535.0,2535.0,2535.0,1202,117.85,118.26,117.73,121,111.781,112.19,111.66,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,3.84,3.96,3.43,121,3.159,3.3,2.8,121,16.0,16.0,16.0,121,0.0,0,0,121,4,2229.0,2229.0,2229.0,1202,33724.3,185963,241,0.0,0,241,0.0,0,241,0.0,0,241,0.0,0,241,0.0,0,241
20260718_103130,cpu_powersave,gpu_performance,myocyte-cuda,large,5,3.0359,4.9047,23.0138,30.9544,256,1416159570.512,1477361664,1300324352,0.0,0,0,7218886402.116,7219273728,7174987776,610667630.017,611110912,609320960,0.0,0,0,595574075.636,595773432,595254624,3,5.425,5.7,0.5,121,2592.57,2933,1555,121,858.0,858.0,858.0,121,0.012,0.1,0.0,121,0.0,0,0,121,2.124,3,2,121,0.36,0.9,0.2,121,53.764,54.3,49.6,121,5.085,5.3,0.2,121,0.0,0.0,0.0,1201,N/A,LPDDR5X (unified),120.567,120,49.853,50.0,49.0,1201,NVLink-C2C,5,16,0.0208,0.993,1.0,0.98,121,1.013,1.08,0.89,121,1.005,1.02,0.98,121,23.0738,30.978,N/A,22.9807,30.9387,1,1.0,1.0,5.0,5.0,5.0,1201,1.0,1201,2,1.0,1.0,16.0,16.0,16.0,1201,1.0,1201,18.05,17.912,18.05,15.12,1201,72.748,74.0,0.0,1201,2535.0,2535.0,2535.0,1201,117.885,118.23,117.83,121,111.815,112.16,111.76,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,3.805,3.86,3.46,121,3.119,3.2,2.8,121,16.0,16.0,16.0,121,0.0,0,0,121,4,2229.0,2229.0,2229.0,1201,3772.8,42292,241,0.0,0,241,0.0,0,241,0.0,0,241,0.0,0,241,0.0,0,241
20260718_103402,cpu_powersave,gpu_performance,myocyte-cuda,large,6,3.0646,4.929,22.993,30.9866,256,1413285701.818,1475436544,1299677184,0.0,0,0,7219145465.653,7219531776,7175249920,610614551.273,611250176,609517568,0.0,0,0,595679665.19,596054472,595285672,3,5.422,8.4,0.5,121,2658.537,8465,1539,121,858.0,858.0,858.0,121,0.012,0.1,0.0,121,0.0,0,0,121,2.174,4,2,121,0.355,2.4,0.2,121,53.92,54.7,49.4,121,5.083,6.0,0.2,121,0.0,0.0,0.0,1199,N/A,LPDDR5X (unified),120.769,120,49.82,50.0,48.0,1199,NVLink-C2C,5,16,0.0389,0.984,1.0,0.97,121,0.919,1.07,0.65,121,0.957,0.99,0.92,121,23.0045,31.0249,N/A,22.9832,30.9471,1,1.0,1.0,5.0,5.0,5.0,1199,1.0,1199,2,1.0,1.0,16.0,16.0,16.0,1199,1.0,1199,18.15,17.913,18.15,15.1,1199,72.522,75.0,0.0,1199,2535.0,2535.0,2535.0,1199,117.9,118.26,117.84,121,111.83,112.19,111.77,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,3.79,3.85,3.43,121,3.107,3.2,2.8,121,16.0,16.0,16.0,121,0.0,0,0,121,4,2229.0,2229.0,2229.0,1199,4500.8,95446,241,0.0,0,241,0.0,0,241,0.0,0,241,0.0,0,241,0.0,0,241
20260718_103635,cpu_powersave,gpu_performance,myocyte-cuda,large,7,3.0718,4.9534,22.9927,31.0179,256,1410636740.76,1470820352,1296093184,0.0,0,0,7219575342.545,7219970048,7175520256,610437136.926,610844672,609193984,0.0,0,0,595697820.496,595859472,595387968,3,5.409,6.3,0.5,121,2621.678,4895,1585,121,858.0,858.0,858.0,121,0.015,0.1,0.0,121,0.008,1,0,121,2.099,3,2,121,0.348,1.0,0.2,121,53.607,54.1,49.4,121,5.082,5.7,0.2,121,0.0,0.0,0.0,1202,N/A,LPDDR5X (unified),120.826,120,49.832,50.0,48.0,1202,NVLink-C2C,5,16,0.0147,0.992,1.01,0.97,121,1.021,1.3,0.72,121,0.971,1.03,0.91,121,22.9967,31.0348,N/A,22.9859,31.0088,1,1.0,1.0,5.0,5.0,5.0,1202,1.0,1202,2,1.0,1.0,16.0,16.0,16.0,1202,1.0,1202,18.04,17.908,18.04,15.05,1202,72.73,74.0,0.0,1202,2535.0,2535.0,2535.0,1202,117.901,118.26,117.84,121,111.83,112.19,111.77,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,3.789,3.85,3.43,121,3.107,3.2,2.8,121,16.0,16.0,16.0,121,0.0,0,0,121,4,2229.0,2229.0,2229.0,1202,3777.2,42333,241,0.0,0,241,0.0,0,241,0.0,0,241,0.0,0,241,0.0,0,241
20260718_103907,cpu_powersave,gpu_performance,myocyte-cuda,large,8,3.0142,4.8892,23.0403,30.9437,256,1410985747.041,1471442944,1294639104,0.0,0,0,7219826552.595,7220207616,7175942144,610431585.322,611004416,609083392,0.0,0,0,595748469.157,595986760,595410080,3,5.425,5.7,0.5,121,2610.157,3377,1565,121,858.0,858.0,858.0,121,0.011,0.2,0.0,121,0.0,0,0,121,2.165,4,2,121,0.358,0.9,0.2,121,54.366,56.0,49.5,121,5.081,5.3,0.2,121,0.0,0.0,0.0,1200,N/A,LPDDR5X (unified),120.919,120,49.848,50.0,48.0,1200,NVLink-C2C,5,16,0.0188,0.987,1.0,0.98,121,0.92,1.04,0.78,121,0.96,0.98,0.94,121,23.0632,30.9577,N/A,23.0284,30.9224,1,1.0,1.0,5.0,5.0,5.0,1200,1.0,1200,2,1.0,1.0,16.0,16.0,16.0,1200,1.0,1200,18.07,17.949,18.07,15.1,1200,72.586,74.0,0.0,1200,2534.942,2535.0,2528.0,1200,117.907,118.26,117.84,121,111.836,112.19,111.77,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,3.783,3.85,3.43,121,3.102,3.2,2.8,121,16.0,16.0,16.0,121,0.0,0,0,121,4,2229.0,2229.0,2229.0,1200,3768.5,42342,241,0.0,0,241,0.0,0,241,0.0,0,241,0.0,0,241,0.0,0,241
20260718_104140,cpu_powersave,gpu_performance,myocyte-cuda,large,9,3.042,4.9332,23.0205,30.9957,256,1410739106.909,1470963712,1295618048,0.0,0,0,7220111275.372,7220510720,7176196096,610485510.347,610971648,609497088,0.0,0,0,595783409.058,595969280,595607776,3,5.415,5.6,0.5,121,2587.298,2953,1600,121,858.0,858.0,858.0,121,0.016,0.2,0.0,121,0.0,0,0,121,2.174,4,2,121,0.354,0.8,0.2,121,53.985,55.6,49.5,121,5.077,5.2,0.2,121,0.0,0.0,0.0,1202,N/A,LPDDR5X (unified),121.13,120,49.884,50.0,48.0,1202,NVLink-C2C,5,16,0.061,0.978,0.99,0.96,121,0.891,1.1,0.62,121,0.924,0.97,0.89,121,23.0524,31.045,N/A,22.9905,30.9275,1,1.0,1.0,5.0,5.0,5.0,1202,1.0,1202,2,1.0,1.0,16.0,16.0,16.0,1202,1.0,1202,18.05,17.933,18.05,15.14,1202,72.323,74.0,0.0,1202,2535.0,2535.0,2535.0,1202,117.906,118.26,117.84,121,111.835,112.19,111.77,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,3.784,3.85,3.43,121,3.103,3.2,2.8,121,16.0,16.0,16.0,121,0.0,0,0,121,4,2229.0,2229.0,2229.0,1202,3768.8,42347,241,0.0,0,241,0.0,0,241,0.0,0,241,0.0,0,241,0.0,0,241
20260718_104412,cpu_powersave,gpu_performance,myocyte-cuda,large,10,3.0069,4.8806,23.0393,30.9268,256,1411166851.174,1471705088,1296191488,0.0,0,0,7220386181.289,7220764672,7176499200,610507987.57,611102720,609366016,0.0,0,0,595787573.488,596021152,595555768,3,5.425,5.6,0.5,121,2606.331,2948,1582,121,858.0,858.0,858.0,121,0.009,0.1,0.0,121,0.0,0,0,121,2.132,3,2,121,0.366,0.9,0.2,121,54.808,55.6,49.5,121,5.078,5.2,0.2,121,0.0,0.0,0.0,1202,N/A,LPDDR5X (unified),120.235,120,49.882,50.0,48.0,1202,NVLink-C2C,5,16,0.0211,0.977,0.98,0.97,121,0.931,0.98,0.76,121,0.931,0.95,0.9,121,23.0701,30.9414,N/A,23.0079,30.9026,1,1.0,1.0,5.0,5.0,5.0,1202,1.0,1202,2,1.0,1.0,16.0,16.0,16.0,1202,1.0,1202,18.06,17.952,18.06,15.1,1202,72.795,74.0,0.0,1202,2535.0,2535.0,2535.0,1202,117.909,118.27,117.85,121,111.837,112.2,111.78,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,3.781,3.84,3.42,121,3.104,3.2,2.8,121,16.0,16.0,16.0,121,0.0,0,0,121,4,2229.0,2229.0,2229.0,1202,3768.0,42363,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242
20260718_104626,cpu_powersave,gpu_performance,nbody-cuda,large,1,0.1166,0.0011,9.4492,9.5669,256,1355406513.719,1357578240,1294630912,0.0,0,0,7219926346.05,7221035008,7176728576,610376983.273,610959360,609202176,0.0,0,0,595768503.669,596012016,595550288,12,5.539,5.8,3.1,121,3163.686,3572,2209,121,858.0,858.0,858.0,121,0.012,0.1,0.0,121,0.0,0,0,121,2.24,4,2,121,0.464,0.9,0.3,121,75.205,78.2,60.5,121,5.085,5.3,2.4,121,0.0,0.0,0.0,1201,N/A,LPDDR5X (unified),120.825,120,77.04,82.0,55.0,1201,NVLink-C2C,5,16,0.0498,0.992,1.0,0.98,121,1.041,1.18,0.91,121,0.972,1.0,0.93,121,9.4932,9.6181,N/A,9.357,9.4769,1,1.0,1.0,5.0,5.0,5.0,1201,1.0,1201,2,1.0,1.0,16.0,16.0,16.0,1201,1.0,1201,100.07,96.165,100.07,16.5,1201,93.925,96.0,0.0,1201,2404.396,2515.0,2379.0,1201,117.95,118.18,117.93,121,111.879,112.11,111.85,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,3.74,3.76,3.51,121,3.095,3.1,2.9,121,16.0,16.0,16.0,121,0.0,0,0,121,13,2102.089,2203.0,2073.0,1201,4464.2,42700,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242
20260718_104858,cpu_powersave,gpu_performance,nbody-cuda,large,2,0.119,0.0011,9.4645,9.5845,256,1355429227.901,1357045760,1294602240,0.0,0,0,7220572092.298,7221334016,7177031680,610371397.818,610766848,609173504,0.0,0,0,595800984.331,595943736,595453728,12,5.494,5.8,0.5,121,3137.174,3543,1597,121,858.0,858.0,858.0,121,0.012,0.1,0.0,121,0.0,0,0,121,2.107,4,2,121,0.466,0.9,0.3,121,75.495,78.0,54.6,121,5.044,5.3,0.2,121,0.0,0.0,0.0,1201,N/A,LPDDR5X (unified),120.237,120,77.354,81.0,53.0,1201,NVLink-C2C,5,16,0.0394,0.983,1.0,0.97,121,0.92,1.09,0.72,121,0.948,0.98,0.92,121,9.5005,9.6331,N/A,9.3742,9.5015,1,1.0,1.0,5.0,5.0,5.0,1201,1.0,1201,2,1.0,1.0,16.0,16.0,16.0,1201,1.0,1201,99.53,95.888,99.53,15.93,1201,93.88,96.0,0.0,1201,2400.969,2515.0,2372.0,1201,117.961,118.26,117.94,121,111.889,112.19,111.87,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,3.729,3.75,3.43,121,3.095,3.1,2.8,121,16.0,16.0,16.0,121,0.0,0,0,121,13,2099.595,2203.0,2054.0,1201,4369.6,42736,241,0.0,0,241,0.0,0,241,0.0,0,241,0.0,0,241,0.0,0,241
20260718_105130,cpu_powersave,gpu_performance,nbody-cuda,large,3,0.1231,0.0011,9.4587,9.5829,256,1355178153.256,1357709312,1295593472,0.0,0,0,7221041575.14,7221633024,7177306112,610426169.124,610975744,609230848,0.0,0,0,595824765.752,596049528,595558040,12,5.507,5.8,0.5,121,3147.769,3518,1619,121,858.0,858.0,858.0,121,0.013,0.2,0.0,121,0.0,0,0,121,2.107,4,1,121,0.482,0.9,0.3,121,75.999,78.3,55.6,121,5.049,5.2,0.2,121,0.0,0.0,0.0,1203,N/A,LPDDR5X (unified),120.869,120,77.656,82.0,54.0,1203,NVLink-C2C,5,16,0.0438,0.997,1.01,0.98,121,1.051,1.16,0.84,121,0.989,1.01,0.94,121,9.4933,9.6303,N/A,9.3614,9.4699,1,1.0,1.0,5.0,5.0,5.0,1203,1.0,1203,2,1.0,1.0,16.0,16.0,16.0,1203,1.0,1203,100.16,96.361,100.16,16.12,1203,94.079,96.0,0.0,1203,2402.546,2515.0,2385.0,1203,117.965,118.26,117.95,121,111.893,112.19,111.87,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,3.725,3.74,3.43,121,3.094,3.1,2.8,121,16.0,16.0,16.0,121,0.0,0,0,121,13,2100.229,2203.0,2080.0,1203,4376.4,42681,241,0.0,0,241,0.0,0,241,0.0,0,241,0.0,0,241,0.0,0,241
20260718_105403,cpu_powersave,gpu_performance,nbody-cuda,large,4,0.127,0.0011,9.4681,9.5961,256,1355434407.14,1357709312,1297461248,0.0,0,0,7221009619.57,7221915648,7177609216,610426676.893,610959360,609394688,0.0,0,0,595822661.025,596048280,595598576,12,5.489,5.7,0.5,121,3154.479,3540,1599,121,858.0,858.0,858.0,121,0.01,0.1,0.0,121,0.0,0,0,121,2.231,4,2,121,0.46,0.9,0.3,121,76.124,78.6,55.6,121,5.05,5.3,0.2,121,0.0,0.0,0.0,1200,N/A,LPDDR5X (unified),120.994,120,77.784,82.0,54.0,1200,NVLink-C2C,5,16,0.0413,0.982,0.99,0.97,121,0.892,1.01,0.71,121,0.948,0.97,0.93,121,9.5075,9.6455,N/A,9.3748,9.5162,1,1.0,1.0,5.0,5.0,5.0,1200,1.0,1200,2,1.0,1.0,16.0,16.0,16.0,1200,1.0,1200,100.18,96.007,100.18,16.05,1200,93.906,96.0,0.0,1200,2400.138,2515.0,2372.0,1200,117.95,118.26,117.92,121,111.878,112.19,111.85,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,3.74,3.77,3.43,121,3.095,3.1,2.8,121,16.0,16.0,16.0,121,0.0,0,0,121,13,2098.185,2203.0,2060.0,1200,4374.1,42687,241,0.0,0,241,0.0,0,241,0.0,0,241,0.0,0,241,0.0,0,241
