experiment_ts,governor,benchmark,size,run,avg_launch_time_sec,bus_width_bits,cgroup_mem_anon_bytes_avg,cgroup_mem_anon_bytes_max,cgroup_mem_anon_bytes_min,cgroup_mem_direct_reclaim_steal_avg,cgroup_mem_direct_reclaim_steal_max,cgroup_mem_direct_reclaim_steal_min,cgroup_mem_file_bytes_avg,cgroup_mem_file_bytes_max,cgroup_mem_file_bytes_min,cgroup_mem_kernel_bytes_avg,cgroup_mem_kernel_bytes_max,cgroup_mem_kernel_bytes_min,cgroup_mem_kswapd_steal_avg,cgroup_mem_kswapd_steal_max,cgroup_mem_kswapd_steal_min,cgroup_mem_slab_bytes_avg,cgroup_mem_slab_bytes_max,cgroup_mem_slab_bytes_min,completed_launches,cpu_active_pct_avg,cpu_active_pct_max,cpu_active_pct_min,cpu_active_pct_samples,cpu_ctxt_switch_rate_avg,cpu_ctxt_switch_rate_max,cpu_ctxt_switch_rate_min,cpu_ctxt_switch_rate_samples,cpu_freq_mhz_avg,cpu_freq_mhz_max,cpu_freq_mhz_min,cpu_freq_mhz_samples,cpu_iowait_pct_avg,cpu_iowait_pct_max,cpu_iowait_pct_min,cpu_iowait_pct_samples,cpu_procs_blocked_avg,cpu_procs_blocked_max,cpu_procs_blocked_min,cpu_procs_blocked_samples,cpu_procs_running_avg,cpu_procs_running_max,cpu_procs_running_min,cpu_procs_running_samples,cpu_system_pct_avg,cpu_system_pct_max,cpu_system_pct_min,cpu_system_pct_samples,cpu_temp_c_avg,cpu_temp_c_max,cpu_temp_c_min,cpu_temp_c_samples,cpu_user_pct_avg,cpu_user_pct_max,cpu_user_pct_min,cpu_user_pct_samples,dram_active_pct_avg,dram_active_pct_max,dram_active_pct_min,dram_active_pct_samples,dram_bandwidth_gbps,dram_type,duration_actual_sec,duration_target_sec,gpu_temp_c_avg,gpu_temp_c_max,gpu_temp_c_min,gpu_temp_c_samples,interconnect,interconnect_gen_max,interconnect_width_max,launch_time_stdev_sec,loadavg_15min_avg,loadavg_15min_max,loadavg_15min_min,loadavg_15min_samples,loadavg_1min_avg,loadavg_1min_max,loadavg_1min_min,loadavg_1min_samples,loadavg_5min_avg,loadavg_5min_max,loadavg_5min_min,loadavg_5min_samples,max_launch_time_sec,mem_clock_mhz_est,min_launch_time_sec,parallel,pcie_gen_avg,pcie_gen_max,pcie_gen_max_avg,pcie_gen_max_max,pcie_gen_max_min,pcie_gen_max_samples,pcie_gen_min,pcie_gen_samples,pcie_samples,pcie_width_avg,pcie_width_max,pcie_width_max_avg,pcie_width_max_max,pcie_width_max_min,pcie_width_max_samples,pcie_width_min,pcie_width_samples,peak_power_w,power_draw_w_avg,power_draw_w_max,power_draw_w_min,power_draw_w_samples,sm_active_pct_avg,sm_active_pct_max,sm_active_pct_min,sm_active_pct_samples,sm_clock_mhz_avg,sm_clock_mhz_max,sm_clock_mhz_min,sm_clock_mhz_samples,sys_mem_avail_gb_avg,sys_mem_avail_gb_max,sys_mem_avail_gb_min,sys_mem_avail_gb_samples,sys_mem_free_gb_avg,sys_mem_free_gb_max,sys_mem_free_gb_min,sys_mem_free_gb_samples,sys_mem_pressure_full_avg,sys_mem_pressure_full_max,sys_mem_pressure_full_min,sys_mem_pressure_full_samples,sys_mem_pressure_some_avg,sys_mem_pressure_some_max,sys_mem_pressure_some_min,sys_mem_pressure_some_samples,sys_mem_total_gb_avg,sys_mem_total_gb_max,sys_mem_total_gb_min,sys_mem_total_gb_samples,sys_mem_used_gb_avg,sys_mem_used_gb_max,sys_mem_used_gb_min,sys_mem_used_gb_samples,sys_mem_used_pct_avg,sys_mem_used_pct_max,sys_mem_used_pct_min,sys_mem_used_pct_samples,sys_swap_total_gb_avg,sys_swap_total_gb_max,sys_swap_total_gb_min,sys_swap_total_gb_samples,sys_swap_used_gb_avg,sys_swap_used_gb_max,sys_swap_used_gb_min,sys_swap_used_gb_samples,total_launches,video_clock_mhz_avg,video_clock_mhz_max,video_clock_mhz_min,video_clock_mhz_samples,vmstat_pgfault_rate_avg,vmstat_pgfault_rate_max,vmstat_pgfault_rate_samples,vmstat_pgmajfault_rate_avg,vmstat_pgmajfault_rate_max,vmstat_pgmajfault_rate_samples,vmstat_pgscan_rate_avg,vmstat_pgscan_rate_max,vmstat_pgscan_rate_samples,vmstat_pgsteal_rate_avg,vmstat_pgsteal_rate_max,vmstat_pgsteal_rate_samples,vmstat_pswpin_rate_avg,vmstat_pswpin_rate_max,vmstat_pswpin_rate_samples,vmstat_pswpout_rate_avg,vmstat_pswpout_rate_max,vmstat_pswpout_rate_samples
20260709_070913,powersave,kmeans-cuda,large,6,18.8136,256,6041351802.711,6046162944,5910183936,125177154.0,125177154,125177154,34689278899.835,34690375680,34646138880,1568808587.636,1570369536,1567551488,99009109.0,99009109,99009109,4901716439.868,4903315312,4900475112,6,10.829,13.4,5.9,121,5879.818,6992,4862,121,3354.0,3354.0,3354.0,121,0.007,0.1,0.0,121,0.0,0,0,121,3.289,5,2,121,4.546,5.5,4.3,121,59.895,61.1,57.6,121,6.264,8.7,1.5,121,0.0,0.0,0.0,1204,N/A,LPDDR5X (unified),121.17,120,44.838,45.0,43.0,1204,NVLink-C2C,5,16,0.042,1.981,1.99,1.97,121,1.889,1.97,1.66,121,1.929,1.95,1.9,121,18.8663,N/A,18.7673,1,1.0,1.0,5.0,5.0,5.0,1204,1.0,1204,2,1.0,1.0,16.0,16.0,16.0,1204,1.0,1204,7.91,7.724,7.91,4.81,1204,89.407,94.0,0.0,1204,213.935,214.0,208.0,1204,111.744,112.27,111.69,121,80.142,80.67,80.09,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,9.946,10.0,9.42,121,8.183,8.2,7.7,121,16.0,16.0,16.0,121,2.2,2.2,2.2,121,7,597.884,598.0,591.0,1204,5439.8,108001,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242
20260709_071146,powersave,kmeans-cuda,large,7,18.7658,256,6042157428.364,6114381824,5909823488,125177154.0,125177154,125177154,34686510816.264,34690654208,34565472256,1569014606.281,1574682624,1565917184,99009109.0,99009109,99009109,4901952792.066,4904269752,4898633088,6,10.868,15.1,5.8,121,5990.942,11222,4866,121,3354.0,3354.0,3354.0,121,0.009,0.1,0.0,121,0.0,0,0,121,3.306,6,3,121,4.564,6.6,4.2,121,59.382,60.5,57.8,121,6.318,9.5,1.4,121,0.0,0.0,0.0,1203,N/A,LPDDR5X (unified),120.637,120,44.831,45.0,43.0,1203,NVLink-C2C,5,16,0.0404,1.969,1.99,1.96,121,1.895,2.24,1.61,121,1.903,1.98,1.86,121,18.8184,N/A,18.7285,1,1.0,1.0,5.0,5.0,5.0,1203,1.0,1203,2,1.0,1.0,16.0,16.0,16.0,1203,1.0,1203,7.94,7.74,7.94,4.83,1203,89.263,94.0,0.0,1203,213.93,214.0,208.0,1203,111.749,112.28,111.6,121,80.15,80.68,80.0,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,9.941,10.09,9.41,121,8.185,8.3,7.7,121,16.0,16.0,16.0,121,2.2,2.2,2.2,121,7,597.884,598.0,591.0,1203,6820.6,118550,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242
20260709_071418,powersave,kmeans-cuda,large,8,18.7753,256,6069673205.421,6075072512,5941428224,125177154.0,125177154,125177154,34689932736.529,34691084288,34646716416,1569689803.107,1571393536,1568178176,99009109.0,99009109,99009109,4902398969.124,4903969904,4901196112,6,10.852,14.7,6.3,121,5965.231,8521,5048,121,3354.0,3354.0,3354.0,121,0.009,0.1,0.0,121,0.0,0,0,121,3.231,7,2,121,4.545,5.4,4.2,121,59.761,61.0,57.8,121,6.298,9.7,1.8,121,0.0,0.0,0.0,1203,N/A,LPDDR5X (unified),120.717,120,44.856,45.0,43.0,1203,NVLink-C2C,5,16,0.0452,1.985,2.01,1.97,121,2.029,2.35,1.82,121,1.953,2.03,1.91,121,18.8152,N/A,18.6925,1,1.0,1.0,5.0,5.0,5.0,1203,1.0,1203,2,1.0,1.0,16.0,16.0,16.0,1203,1.0,1203,7.95,7.73,7.95,4.84,1203,89.218,94.0,0.0,1203,213.94,214.0,208.0,1203,111.724,112.24,111.65,121,80.122,80.63,80.05,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,9.966,10.04,9.45,121,8.186,8.3,7.8,121,16.0,16.0,16.0,121,2.2,2.2,2.2,121,7,597.913,598.0,591.0,1203,5601.9,107090,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242
20260709_071651,powersave,kmeans-cuda,large,9,18.7964,256,6068354462.678,6074744832,5939621888,125177154.0,125177154,125177154,34690191766.215,34691289088,34647052288,1569627482.975,1570766848,1567920128,99009109.0,99009109,99009109,4902545504.992,4903708776,4901511248,6,10.823,13.5,5.8,121,5892.645,7258,4829,121,3354.0,3354.0,3354.0,121,0.007,0.1,0.0,121,0.0,0,0,121,3.281,7,2,121,4.526,5.5,4.2,121,59.611,61.7,57.7,121,6.292,8.8,1.4,121,0.0,0.0,0.0,1204,N/A,LPDDR5X (unified),120.638,120,44.847,45.0,43.0,1204,NVLink-C2C,5,16,0.0368,1.985,1.99,1.98,121,1.925,2.0,1.77,121,1.953,1.97,1.93,121,18.848,N/A,18.7514,1,1.0,1.0,5.0,5.0,5.0,1204,1.0,1204,2,1.0,1.0,16.0,16.0,16.0,1204,1.0,1204,7.92,7.731,7.92,4.92,1204,89.124,94.0,0.0,1204,213.915,214.0,208.0,1204,111.737,112.27,111.67,121,80.134,80.67,80.07,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,9.953,10.02,9.42,121,8.183,8.2,7.7,121,16.0,16.0,16.0,121,2.2,2.2,2.2,121,7,597.884,598.0,591.0,1204,5455.0,104398,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242
20260709_071923,powersave,kmeans-cuda,large,10,18.7667,256,6040797556.364,6046183424,5910073344,125177154.0,125177154,125177154,34690400797.62,34691497984,34647257088,1569136707.702,1570308096,1567301632,99009109.0,99009109,99009109,4902445816.397,4903588232,4901438976,6,10.823,13.0,5.9,121,5930.603,7108,4873,121,3354.0,3354.0,3354.0,121,0.007,0.1,0.0,121,0.0,0,0,121,3.24,5,3,121,4.552,5.4,4.3,121,59.977,61.1,57.8,121,6.27,8.3,1.4,121,0.0,0.0,0.0,1203,N/A,LPDDR5X (unified),120.736,120,44.845,45.0,43.0,1203,NVLink-C2C,5,16,0.075,1.979,1.99,1.96,121,1.923,2.03,1.61,121,1.934,1.96,1.88,121,18.8598,N/A,18.6761,1,1.0,1.0,5.0,5.0,5.0,1203,1.0,1203,2,1.0,1.0,16.0,16.0,16.0,1203,1.0,1203,7.89,7.701,7.89,4.93,1203,89.348,94.0,0.0,1203,213.905,214.0,208.0,1203,111.758,112.29,111.7,121,80.155,80.68,80.1,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,9.932,9.99,9.4,121,8.179,8.2,7.7,121,16.0,16.0,16.0,121,2.2,2.2,2.2,121,7,597.855,598.0,591.0,1203,5441.1,106363,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242
20260709_072139,powersave,hybridsort-cuda,large,1,10.8702,256,6372606764.43,6759747584,5910638592,125177154.0,125177154,125177154,34584132210.248,34691735552,34203672576,1567082614.479,1572016128,1555701760,99009109.0,99009109,99009109,4900098492.033,4904368880,4889481352,11,10.84,13.1,8.2,121,6039.405,7680,5573,121,3354.0,3354.0,3354.0,121,0.042,0.4,0.0,121,0.008,1,0,121,3.19,5,2,121,4.909,6.5,4.4,121,60.517,63.1,58.8,121,5.896,8.6,3.5,121,0.0,0.0,0.0,1202,N/A,LPDDR5X (unified),120.486,120,44.0,44.0,44.0,1202,NVLink-C2C,5,16,0.05,2.005,2.01,2.0,121,2.129,2.23,2.05,121,2.021,2.03,2.0,121,10.943,N/A,10.7922,1,1.0,1.0,5.0,5.0,5.0,1202,1.0,1202,2,1.0,1.0,16.0,16.0,16.0,1202,1.0,1202,5.63,5.198,5.63,4.91,1202,2.581,88.0,0.0,1202,213.206,214.0,208.0,1202,110.513,111.77,109.73,121,78.992,80.3,78.13,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,11.177,11.96,9.92,121,9.186,9.8,8.2,121,16.0,16.0,16.0,121,2.2,2.2,2.2,121,12,597.942,598.0,591.0,1202,26505.9,333102,241,0.0,0,241,0.0,0,241,0.0,0,241,0.0,0,241,0.0,0,241
20260709_072411,powersave,hybridsort-cuda,large,2,10.8881,256,6176727581.62,6698270720,5645815808,125177154.0,125177154,125177154,34587079874.645,34691948544,34201542656,1567093920.793,1571553280,1554731008,99009109.0,99009109,99009109,4900269894.413,4904236280,4888762312,11,10.815,13.1,6.0,121,6104.579,8322,4917,121,3354.0,3354.0,3354.0,121,0.04,0.4,0.0,121,0.008,1,0,121,3.264,6,2,121,4.902,6.6,4.3,121,59.745,62.6,57.4,121,5.879,8.0,1.5,121,0.0,0.0,0.0,1201,N/A,LPDDR5X (unified),120.727,120,43.876,44.0,43.0,1201,NVLink-C2C,5,16,0.0794,1.984,2.0,1.97,121,1.925,2.14,1.64,121,1.961,2.01,1.92,121,11.0001,N/A,10.7661,1,1.0,1.0,5.0,5.0,5.0,1201,1.0,1201,2,1.0,1.0,16.0,16.0,16.0,1201,1.0,1201,5.61,5.183,5.61,4.87,1201,3.418,96.0,0.0,1201,213.131,214.0,208.0,1201,110.755,111.57,110.1,121,79.231,80.05,78.49,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,10.935,11.59,10.12,121,8.992,9.5,8.3,121,16.0,16.0,16.0,121,2.2,2.2,2.2,121,12,597.738,598.0,591.0,1201,26321.2,333028,241,0.0,0,241,0.0,0,241,0.0,0,241,0.0,0,241,0.0,0,241
20260709_072644,powersave,hybridsort-cuda,large,3,10.88,256,6073606584.066,6459822080,5612531712,125177154.0,125177154,125177154,34580681177.917,34692182016,34199777280,1566850767.339,1571332096,1555066880,99009109.0,99009109,99009109,4900243531.306,4903917216,4889171008,11,10.806,13.2,6.0,121,6057.727,7549,4998,121,3354.0,3354.0,3354.0,121,0.045,0.4,0.0,121,0.0,0,0,121,3.281,6,3,121,4.893,6.6,4.3,121,59.94,65.1,57.2,121,5.865,8.6,1.5,121,0.0,0.0,0.0,1201,N/A,LPDDR5X (unified),120.792,120,43.846,44.0,43.0,1201,NVLink-C2C,5,16,0.0635,2.008,2.03,1.97,121,2.183,2.46,1.67,121,2.031,2.1,1.91,121,10.9578,N/A,10.7655,1,1.0,1.0,5.0,5.0,5.0,1201,1.0,1201,2,1.0,1.0,16.0,16.0,16.0,1201,1.0,1201,5.62,5.187,5.62,4.83,1201,2.97,96.0,0.0,1201,213.226,214.0,208.0,1201,110.545,111.76,109.76,121,79.027,80.21,78.16,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,11.145,11.93,9.93,121,9.16,9.8,8.2,121,16.0,16.0,16.0,121,2.2,2.2,2.2,121,12,597.942,598.0,591.0,1201,26332.9,333147,241,0.0,0,241,0.0,0,241,0.0,0,241,0.0,0,241,0.0,0,241
20260709_072916,powersave,hybridsort-cuda,large,4,10.8554,256,6068874586.975,6468968448,5611921408,125177154.0,125177154,125177154,34580928055.008,34692382720,34199474176,1566784046.545,1571221504,1554948096,99009109.0,99009109,99009109,4900366093.488,4903820072,4889245264,11,10.825,13.4,5.9,121,6070.702,7651,4973,121,3354.0,3354.0,3354.0,121,0.04,0.4,0.0,121,0.0,0,0,121,3.256,6,2,121,4.895,6.5,4.3,121,59.307,62.8,57.2,121,5.896,8.7,1.5,121,0.0,0.0,0.0,1202,N/A,LPDDR5X (unified),120.542,120,43.759,44.0,43.0,1202,NVLink-C2C,5,16,0.0483,1.994,2.0,1.98,121,1.885,1.99,1.68,121,1.978,1.99,1.96,121,10.9079,N/A,10.7671,1,1.0,1.0,5.0,5.0,5.0,1202,1.0,1202,2,1.0,1.0,16.0,16.0,16.0,1202,1.0,1202,5.59,5.152,5.59,4.81,1202,2.933,96.0,0.0,1202,213.326,214.0,208.0,1202,110.86,111.96,109.88,121,79.343,80.37,78.28,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,10.83,11.81,9.73,121,8.906,9.7,8.0,121,16.0,16.0,16.0,121,2.2,2.2,2.2,121,12,597.796,598.0,591.0,1202,26437.4,333213,241,0.0,0,241,0.0,0,241,0.0,0,241,0.0,0,241,0.0,0,241
20260709_073149,powersave,hybridsort-cuda,large,5,10.8956,256,6081544564.364,6463369216,5614317568,125177154.0,125177154,125177154,34586895554.645,34692616192,34198425600,1567118225.983,1571614720,1555726336,99009109.0,99009109,99009109,4900816073.785,4904558544,4890235624,11,10.84,14.6,6.0,121,6151.339,11567,5037,121,3354.0,3354.0,3354.0,121,0.048,0.5,0.0,121,0.017,1,0,121,3.471,6,2,121,4.904,6.6,4.3,121,59.882,65.5,57.3,121,5.9,8.0,1.5,121,0.0,0.0,0.0,1202,N/A,LPDDR5X (unified),120.766,120,43.765,44.0,43.0,1202,NVLink-C2C,5,16,0.055,1.994,2.01,1.97,121,2.001,2.2,1.68,121,1.976,2.03,1.91,121,10.9859,N/A,10.8069,1,1.0,1.0,5.0,5.0,5.0,1202,1.0,1202,2,1.0,1.0,16.0,16.0,16.0,1202,1.0,1202,5.61,5.143,5.61,4.8,1202,3.428,96.0,0.0,1202,212.998,214.0,201.0,1202,110.611,111.88,109.54,121,79.089,80.36,77.93,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,11.079,12.15,9.81,121,9.104,10.0,8.1,121,16.0,16.0,16.0,121,2.2,2.2,2.2,121,12,597.884,598.0,591.0,1202,26383.7,333203,241,0.0,0,241,0.0,0,241,0.0,0,241,0.0,0,241,0.0,0,241
20260709_073421,powersave,hybridsort-cuda,large,6,10.8693,256,6071076914.777,6443663360,5612244992,125177154.0,125177154,125177154,34582371438.017,34692820992,34202894336,1567223367.934,1571622912,1556230144,99009109.0,99009109,99009109,4901007928.86,4904816504,4890620200,11,10.83,13.2,5.8,121,6058.421,8551,4945,121,3354.0,3354.0,3354.0,121,0.04,0.4,0.0,121,0.0,0,0,121,3.165,5,2,121,4.909,6.6,4.3,121,59.494,62.2,57.1,121,5.885,8.6,1.4,121,0.0,0.0,0.0,1202,N/A,LPDDR5X (unified),120.439,120,43.769,44.0,43.0,1202,NVLink-C2C,5,16,0.0488,2.003,2.02,1.98,121,2.07,2.28,1.73,121,2.003,2.05,1.93,121,10.9376,N/A,10.8077,1,1.0,1.0,5.0,5.0,5.0,1202,1.0,1202,2,1.0,1.0,16.0,16.0,16.0,1202,1.0,1202,5.58,5.128,5.58,4.83,1202,3.552,96.0,0.0,1202,213.022,214.0,208.0,1202,110.776,112.09,110.04,121,79.256,80.56,78.43,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,10.914,11.65,9.6,121,8.964,9.6,7.9,121,16.0,16.0,16.0,121,2.2,2.2,2.2,121,12,597.796,598.0,591.0,1202,26342.5,333278,241,0.0,0,241,0.0,0,241,0.0,0,241,0.0,0,241,0.0,0,241
20260709_073654,powersave,hybridsort-cuda,large,7,10.8395,256,6070105993.521,6454726656,5615190016,125177154.0,125177154,125177154,34581828125.62,34693029888,34198929408,1567022596.231,1571643392,1555304448,99009109.0,99009109,99009109,4901112092.694,4904949240,4890017184,11,10.896,13.2,5.8,121,6134.884,7557,4891,121,3354.0,3354.0,3354.0,121,0.041,0.4,0.0,121,0.0,0,0,121,3.182,5,2,121,4.911,6.6,4.4,121,59.344,62.2,57.1,121,5.942,8.5,1.4,121,0.0,0.0,0.0,1202,N/A,LPDDR5X (unified),120.673,120,43.687,44.0,43.0,1202,NVLink-C2C,5,16,0.0536,2.023,2.04,1.98,121,2.219,2.43,1.76,121,2.072,2.13,1.96,121,10.9405,N/A,10.7745,1,1.0,1.0,5.0,5.0,5.0,1202,1.0,1202,2,1.0,1.0,16.0,16.0,16.0,1202,1.0,1202,5.58,5.128,5.58,4.75,1202,3.744,96.0,0.0,1202,213.087,214.0,208.0,1202,110.654,112.01,109.91,121,79.135,80.47,78.31,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,11.036,11.78,9.68,121,9.066,9.7,8.0,121,16.0,16.0,16.0,121,2.2,2.2,2.2,121,12,597.913,598.0,591.0,1202,26564.9,333211,241,0.0,0,241,0.0,0,241,0.0,0,241,0.0,0,241,0.0,0,241
20260709_073926,powersave,hybridsort-cuda,large,8,10.8843,256,6069359201.322,6449090560,5612367872,125177154.0,125177154,125177154,34572735073.322,34693242880,34202161152,1566667395.174,1571987456,1554272256,99009109.0,99009109,99009109,4900874993.785,4905212744,4889936536,11,10.856,13.9,5.9,121,6123.736,7921,4935,121,3354.0,3354.0,3354.0,121,0.039,0.4,0.0,121,0.008,1,0,121,3.314,6,2,121,4.89,6.5,4.3,121,59.74,62.8,56.9,121,5.925,8.8,1.4,121,0.0,0.0,0.0,1201,N/A,LPDDR5X (unified),120.89,120,43.698,44.0,43.0,1201,NVLink-C2C,5,16,0.0989,2.011,2.02,2.0,121,1.992,2.16,1.73,121,2.038,2.07,2.0,121,11.0942,N/A,10.7781,1,1.0,1.0,5.0,5.0,5.0,1201,1.0,1201,2,1.0,1.0,16.0,16.0,16.0,1201,1.0,1201,5.58,5.122,5.58,4.78,1201,2.826,96.0,0.0,1201,213.156,214.0,208.0,1201,110.863,111.77,110.09,121,79.353,80.59,78.49,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,10.827,11.6,9.92,121,8.893,9.5,8.2,121,16.0,16.0,16.0,121,2.2,2.2,2.2,121,12,597.796,598.0,591.0,1201,26320.8,333119,241,0.0,0,241,0.0,0,241,0.0,0,241,0.0,0,241,0.0,0,241
20260709_074159,powersave,hybridsort-cuda,large,9,10.8502,256,6068223221.421,6451220480,5612224512,125177154.0,125177154,125177154,34583513341.884,34693455872,34200760320,1567044091.769,1571893248,1555939328,99009109.0,99009109,99009109,4901367780.826,4905132248,4890740776,11,10.86,15.2,5.8,121,6117.174,8024,4898,121,3354.0,3354.0,3354.0,121,0.043,0.4,0.0,121,0.017,1,0,121,3.207,6,2,121,4.888,6.4,4.2,121,59.636,62.6,56.9,121,5.921,10.3,1.3,121,0.0,0.0,0.0,1202,N/A,LPDDR5X (unified),120.89,120,43.677,44.0,43.0,1202,NVLink-C2C,5,16,0.0632,2.017,2.02,1.99,121,2.126,2.26,1.76,121,2.062,2.08,1.98,121,10.9602,N/A,10.7736,1,1.0,1.0,5.0,5.0,5.0,1202,1.0,1202,2,1.0,1.0,16.0,16.0,16.0,1202,1.0,1202,5.62,5.156,5.62,4.88,1202,3.831,96.0,0.0,1202,213.077,214.0,208.0,1202,111.031,112.03,109.98,121,79.511,80.5,78.37,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,10.659,11.71,9.66,121,8.758,9.6,7.9,121,16.0,16.0,16.0,121,2.2,2.2,2.2,121,12,597.971,598.0,591.0,1202,26487.9,335005,241,0.0,0,241,0.0,0,241,0.0,0,241,0.0,0,241,0.0,0,241
20260709_074431,powersave,hybridsort-cuda,large,10,10.9082,256,6071145835.901,6461784064,5611429888,125177154.0,125177154,125177154,34585066267.504,34693668864,34204946432,1567072120.595,1572315136,1555406848,99009109.0,99009109,99009109,4901491274.645,4906941032,4890537440,10,10.856,13.3,5.8,121,6130.223,8079,4910,121,3354.0,3354.0,3354.0,121,0.043,0.4,0.0,121,0.025,2,0,121,3.207,5,2,121,4.9,6.5,4.3,121,59.188,62.4,56.9,121,5.917,8.3,1.4,121,0.0,0.0,0.0,1204,N/A,LPDDR5X (unified),120.472,120,43.679,44.0,43.0,1204,NVLink-C2C,5,16,0.0507,2.013,2.09,1.98,121,2.106,2.94,1.61,121,2.036,2.25,1.95,121,11.0158,N/A,10.8378,1,1.0,1.0,5.0,5.0,5.0,1204,1.0,1204,2,1.0,1.0,16.0,16.0,16.0,1204,1.0,1204,5.58,5.149,5.58,4.86,1204,4.078,96.0,0.0,1204,213.233,214.0,208.0,1204,110.394,112.15,109.39,121,78.872,80.61,77.79,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,11.296,12.3,9.54,121,9.285,10.1,7.8,121,16.0,16.0,16.0,121,2.2,2.2,2.2,121,11,597.884,598.0,591.0,1204,26252.5,334914,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242
20260709_074652,powersave,gaussian-cuda,large,1,16.0266,256,5908725116.826,6321856512,5612937216,125177154.0,125177154,125177154,34667567324.033,34693894144,34649645056,1569165955.174,1570975744,1567764480,99009109.0,99009109,99009109,4904024194.711,4905475264,4903055944,7,11.01,18.2,8.5,121,6212.372,16038,5553,121,3354.0,3354.0,3354.0,121,0.012,0.1,0.0,121,0.0,0,0,121,3.198,10,3,121,5.263,8.2,4.2,121,61.328,67.3,58.9,121,5.744,13.4,2.7,121,0.0,0.0,0.0,1202,N/A,LPDDR5X (unified),120.72,120,44.87,46.0,44.0,1202,NVLink-C2C,5,16,0.2274,2.098,2.11,2.08,121,2.483,2.68,2.3,121,2.248,2.29,2.2,121,16.2965,N/A,15.7266,1,1.0,1.0,5.0,5.0,5.0,1202,1.0,1202,2,1.0,1.0,16.0,16.0,16.0,1202,1.0,1202,7.95,5.597,7.95,4.97,1202,18.773,96.0,0.0,1202,212.545,214.0,201.0,1202,111.824,112.47,110.65,121,80.22,80.86,79.04,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,9.866,11.04,9.22,121,8.104,9.1,7.6,121,16.0,16.0,16.0,121,2.2,2.2,2.2,121,8,597.621,598.0,591.0,1202,8712.3,138765,241,0.0,2,241,0.0,0,241,0.0,0,241,0.0,2,241,0.0,0,241
20260709_074924,powersave,gaussian-cuda,large,2,16.0715,256,5874043404.694,5914501120,5587492864,125177154.0,125177154,125177154,34667290454.744,34694098944,34649862144,1569152956.298,1570836480,1567322112,99009109.0,99009109,99009109,4904191642.909,4905556760,4902958632,7,10.821,13.1,6.0,121,5963.554,7137,4954,121,3354.0,3354.0,3354.0,121,0.005,0.1,0.0,121,0.008,1,0,121,3.24,5,3,121,5.205,8.2,4.2,121,60.338,63.1,57.8,121,5.602,8.4,1.5,121,0.0,0.0,0.0,1202,N/A,LPDDR5X (unified),120.589,120,44.814,46.0,43.0,1202,NVLink-C2C,5,16,0.047,2.076,2.08,2.07,121,2.005,2.15,1.84,121,2.137,2.15,2.12,121,16.1354,N/A,16.0125,1,1.0,1.0,5.0,5.0,5.0,1202,1.0,1202,2,1.0,1.0,16.0,16.0,16.0,1202,1.0,1202,7.96,5.591,7.96,4.88,1202,19.48,96.0,0.0,1202,212.617,214.0,208.0,1202,112.138,112.58,111.88,121,80.533,80.97,80.27,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,9.552,9.81,9.11,121,7.854,8.1,7.5,121,16.0,16.0,16.0,121,2.2,2.2,2.2,121,8,597.971,598.0,591.0,1202,7746.5,100585,241,0.0,0,241,0.0,0,241,0.0,0,241,0.0,0,241,0.0,0,241
